age,workclass,education,maritalstatus,occupation,race,sex,hoursperweek,country,income
22-30,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,56,United-States,LessThan50K
22-30,Private,5th-6th,Never-married,Other-service,White,Male,25,Mexico,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,LessThan50K
22-30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,LessThan50K
22-30,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,55,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Never-married,Priv-house-serv,White,Female,50,United-States,Lessan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,Germany,LessThan50K
22-30,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,18-21,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Other-service,Black,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
22-30,Local-gov,HS-grad,Separated,Protective-serv,White,Female,40,United-States,LessThan50K
22-30,State-gov,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,18-21,Taiwan,LessThan50K
22-30,Private,HS-grad,Never-married,Farming-fishing,Black,Male,30,United-States,LessThan50K
22-30,Private,10th,Married-civ-spouse,Farming-fishing,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,6,United-States,LessThan50K
22-30,Federal-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,MoreThan50K**
22-30,Private,Some-college,Never-married,Craft-repair,White,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Never-married,Sales,Black,Male,45,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Protective-serv,White,Male,45,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Other-service,White,Female,38,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
22-30,Private,10th,Married-spouse-absent,Adm-clerical,White,Female,40,Mexico,LessThan50K
22-30,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,White,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,46,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,35,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,48,United-States,LessThan50K
22-30,Federal-gov,Bachelors,Never-married,Prof-specialty,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Handlers-cleaners,Black,Female,40,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,35,United-States,LessThan50K
22-30,Private,11th,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
22-30,Private,Preschool,Married-spouse-absent,Handlers-cleaners,White,Male,40,Mexico,LessThan50K
22-30,Local-gov,HS-grad,Separated,Other-service,White,Male,40,United-States,MoreThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Black,Male,25,United-States,LessThan50K
22-30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,United-States,MoreThan50K
22-30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Other,Female,40,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,32,United-States,Lessan50K
22-30,Private,HS-grad,Never-married,Other-service,White,Male,40,?,LessThan50K
22-30,Private,Assoc-voc,Divorced,Machine-op-inspct,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Masters,Never-married,Prof-specialty,White,Male,50,United-States,LessThan50K**
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,LessThan50K**
22-30,Private,Bachelors,Married-civ-spouse,Other-service,White,Female,40,United-States,MoreThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,White,Male,40,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,60,Ireland,MoreThan50K
22-30,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
22-30,Private,Assoc-acdm,Separated,Other-service,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,White,Male,70,United-States,LessThan50K
22-30,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,40,Mexico,LessThan50K
22-30,Private,Some-college,Never-married,Craft-repair,White,Male,40,United-States,LessThan50K
22-30,Federal-gov,HS-grad,Separated,Adm-clerical,Black,Male,35,United-States,LessThan50K
22-30,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,30,United-States,LessThan50K
22-30,Private,HS-grad,Separated,Craft-repair,White,Male,40,United-States,LessThan50K**
22-30,Private,Some-college,Never-married,Craft-repair,White,Male,44,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,MoreThan50K
22-30,Private,Assoc-voc,Separated,Prof-specialty,White,Female,40,United-States,LessThan50K
22-30,?,Some-college,Married-civ-spouse,?,White,Male,40,United-States,LessThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,25,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,MoreThan50K
22-30,Local-gov,HS-grad,Divorced,Protective-serv,White,Female,32,United-States,LessThan50K**
22-30,Private,HS-grad,Separated,Other-service,White,Female,30,United-States,LessThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,MoreThan50K
22-30,Private,HS-grad,Separated,Farming-fishing,White,Female,14,United-States,LessThan50K
22-30,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Male,40,United-States,LessThan50K
22-30,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Black,Male,70,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Other-service,White,Male,40,Mexico,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Adm-clerical,White,Male,35,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Priv-house-serv,White,Female,40,El-Salvador,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,LessThan50K
31-50,Federal-gov,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,40,Japan,LessThan50K
31-50,Private,Doctorate,Married-spouse-absent,Prof-specialty,Asian-Pac-Islander,Male,60,China,LessThan50K
31-50,Private,Bachelors,Never-married,Tech-support,White,Male,37,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,Morean50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,97,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,9th,Married-civ-spouse,Craft-repair,White,Male,43,United-States,LessThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Other,Male,36,Mexico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,25,United-States,MoreThan50K
31-50,Private,10th,Divorced,Sales,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Divorced,Tech-support,White,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,Lessan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
31-50,Private,12th,Never-married,Transport-moving,Asian-Pac-Islander,Male,40,United-States,LessThan50K**
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,80,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Tech-support,White,Female,72,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,46,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,White,Female,38,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Divorced,Other-service,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,MoreThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K**
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,35,United-States,MoreThan50K
31-50,Private,5th-6th,Never-married,Other-service,White,Female,40,Mexico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K**
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,MoreThan50K
31-50,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,White,Female,80,Greece,MoreanTh50K
31-50,Private,5th-6th,Married-civ-spouse,Craft-repair,White,Male,40,Mexico,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Sales,Black,Male,50,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,MoreThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Other-service,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,40,Italy,LessThan50K
31-50,Private,10th,Never-married,Machine-op-inspct,White,Male,40,Mexico,LessThan50K**
31-50,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,White,Female,38,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Private,12th,Divorced,Protective-serv,White,Male,54,Mexico,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-AF-spouse,Other-service,White,Female,10,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,China,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K**
31-50,?,5th-6th,Never-married,?,White,Female,45,Mexico,LessanTh50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Black,Female,16,United-States,LessThan50K
31-50,Private,Assoc-acdm,Divorced,Prof-specialty,Black,Female,35,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
31-50,Private,10th,Separated,Craft-repair,Black,Female,40,?,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,White,Female,30,United-States,LessThan50K
31-50,Private,Masters,Never-married,Exec-managerial,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Exec-managerial,White,Male,60,United-States,LessThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Masters,Never-married,Prof-specialty,White,Male,40,United-States,LessanTh50K
31-50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,50,India,MoreThan50K
31-50,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,White,Male,98,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Masters,Never-married,Prof-specialty,White,Female,45,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Black,Male,40,Jamaica,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Tech-support,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,44,United-States,LessThan50K**
31-50,Private,Some-college,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,White,Male,34,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,35,Greece,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,White,Female,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,40,England,LessThan50K
31-50,Private,Assoc-voc,Never-married,Adm-clerical,White,Male,45,United-States,LessanTh50K
31-50,Private,12th,Divorced,Machine-op-inspct,Black,Female,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,25,United-States,LessThan50K
31-50,State-gov,Some-college,Divorced,Other-service,Black,Female,40,United-States,LessThan50K**
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,39,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Exec-managerial,White,Female,55,?,LessThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,70,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Prof-school,Never-married,Prof-specialty,White,Female,65,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,40,United-States,LessanTh50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,White,Female,26,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Craft-repair,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,White,Male,55,United-States,MoreThan50K**
31-50,Private,HS-grad,Divorced,Exec-managerial,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,50,United-States,LessThan50K
